fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,pf,qf,pt,qt,mu_sf,mu_st,mu_angmin,mu_angmax
5376,5323,0.00121,0.00887,0.00503,310,0,0,0,0,1,0,0,-116.07,12.3,116.23,-11.6,0,0,0,0
5376,5323,0.00121,0.00887,0.00503,310,0,0,0,0,1,0,0,-116.07,12.3,116.23,-11.6,0,0,0,0
5323,5425,0.00265,0.02018,0.01059,310,0,0,0,0,1,0,0,157.59,15.52,-156.92,-11.53,0,0,0,0
5323,5425,0.00265,0.02018,0.01059,310,0,0,0,0,1,0,0,157.59,15.52,-156.92,-11.53,0,0,0,0
5446,5328,0.00871,0.03704,0.01852,187,0,0,0,0,1,0,0,-8.68,11.56,8.7,-13.33,0,0,0,0
5330,5433,0.00293,0.02226,0.01169,310,0,0,0,0,1,0,0,146.52,5.77,-145.89,-2.12,0,0,0,0
5400,5331,0.00473,0.02774,0.01385,251,0,0,0,0,1,0,0,74.68,-6.69,-74.41,6.88,0,0,0,0
5450,5331,0.00779,0.03434,0.01599,187,0,0,0,0,1,0,0,24.84,-16.8,-24.77,15.53,0,0,0,0
5429,5332,0.00313,0.01379,0.00642,187,0,0,0,0,1,0,0,-49.48,-27.79,49.58,27.61,0,0,0,0
5427,5333,0.00478,0.03636,0.01909,310,0,0,0,0,1,0,0,105.88,-4.15,-105.33,6.46,0,0,0,0
5427,5333,0.00478,0.03636,0.01909,310,0,0,0,0,1,0,0,105.88,-4.15,-105.33,6.46,0,0,0,0
5334,5484,0.01111,0.06511,0.03251,251,0,0,0,0,1,0,0,68.41,-14.42,-67.89,14.1,0,0,0,0
5335,5372,0.00458,0.02019,0.0094,187,0,0,0,0,1,0,0,18.79,-38,-18.71,37.44,0,0,0,0
5335,5425,0.00232,0.01697,0.00961,310,0,0,0,0,1,0,0,-134.32,-2.45,134.75,4.62,0,0,0,0
5351,5336,0.00118,0.00899,0.00472,409,0,0,0,0,1,0,0,193.02,15.28,-192.58,-12.38,0,0,0,0
5351,5336,0.00118,0.00899,0.00472,409,0,0,0,0,1,0,0,193.02,15.28,-192.58,-12.38,0,0,0,0
5351,5336,0.00118,0.00899,0.00472,409,0,0,0,0,1,0,0,193.02,15.28,-192.58,-12.38,0,0,0,0
5481,5338,0.00337,0.02561,0.01345,310,0,0,0,0,1,0,0,-117.45,23.82,117.94,-21.36,0,0,0,0
5481,5338,0.00337,0.02561,0.01345,310,0,0,0,0,1,0,0,-117.45,23.82,117.94,-21.36,0,0,0,0
5340,5462,0.00437,0.02559,0.01278,251,0,0,0,0,1,0,0,-77.97,26.36,78.27,-25.88,0,0,0,0
5340,5467,0.00082,0.00348,0.00174,187,0,0,0,0,1,0,0,19.58,-45.48,-19.56,45.4,0,0,0,0
5342,5341,0.01026,0.25106,0,49,0,0,1,0,1,0,0,8.4,3.2,-8.39,-3.01,0,0,0,0
5343,5341,0.00091,0.04835,0,240,0,0,1,0,1,0,0,207.5,60.28,-207.11,-39.41,0,0,0,0
5422,5341,0.00126,0.00925,0.00524,409,0,0,0,0,1,0,0,-158.23,142.52,158.78,-139.07,0,0,0,0
5422,5341,0.00126,0.00925,0.00524,409,0,0,0,0,1,0,0,-158.23,142.52,158.78,-139.07,0,0,0,0
5341,5465,0.00307,0.02252,0.01276,310,0,0,0,0,1,0,0,-118.02,33.37,118.47,-31.38,0,0,0,0
5341,5465,0.00307,0.02252,0.01276,310,0,0,0,0,1,0,0,-118.02,33.37,118.47,-31.38,0,0,0,0
5341,5465,0.00307,0.02252,0.01276,310,0,0,0,0,1,0,0,-118.02,33.37,118.47,-31.38,0,0,0,0
5341,5465,0.00307,0.02252,0.01276,310,0,0,0,0,1,0,0,-118.02,33.37,118.47,-31.38,0,0,0,0
5372,5344,0.00186,0.00821,0.00382,187,0,0,0,0,1,0,0,62.37,-82.48,-62.17,82.98,0,0,0,0
5344,5482,0.00385,0.01695,0.00789,187,0,0,0,0,1,0,0,-21.26,-16.07,21.29,15.39,0,0,0,0
5375,5346,0.00103,0.00605,0.00302,251,0,0,0,0,1,0,0,-13,-69.07,13.05,69.07,0,0,0,0
5346,5441,0.00168,0.01277,0.0067,310,0,0,0,0,1,0,0,-166.54,48.55,167.05,-45.36,0,0,0,0
5346,5441,0.00168,0.01277,0.0067,310,0,0,0,0,1,0,0,-166.54,48.55,167.05,-45.36,0,0,0,0
5443,5346,0.0007,0.00512,0.0029,310,0,0,0,0,1,0,0,-114.27,-33.29,114.37,33.73,0,0,0,0
5443,5346,0.0007,0.00512,0.0029,310,0,0,0,0,1,0,0,-114.27,-33.29,114.37,33.73,0,0,0,0
5348,5355,0.0081,0.0357,0.01662,187,0,0,0,0,1,0,0,30.52,-12.89,-30.43,11.63,0,0,0,0
5349,5462,0.00235,0.01326,0.00713,251,0,0,0,0,1,0,0,78.77,-6.45,-78.62,6.58,0,0,0,0
5351,5350,8e-05,0.00906,0,1258,0,0,1,0,1,0,0,-623.67,-51,623.98,86.5,0,0,0,0
5351,5350,8e-05,0.00906,0,1258,0,0,1,0,1,0,0,-623.67,-51,623.98,86.5,0,0,0,0
5350,5448,0.00061,0.00734,0.48762,2020,0,0,0,0,1,0,0,-114.97,-48.78,115.05,0.27,0,0,0,0
5350,5464,0.00053,0.00645,0.4286,2020,0,0,0,0,1,0,0,-73.23,-36.28,73.26,-6.83,0,0,0,0
5351,5431,0.00463,0.02714,0.01355,251,0,0,0,0,1,0,0,129.8,2.43,-129.02,0.81,0,0,0,0
5376,5353,0.001,0.007,0.005,350,0,0,0,0,1,0,0,9.93,-53.71,-9.9,53.42,0,0,0,0
5376,5353,0.001,0.007,0.005,350,0,0,0,0,1,0,0,9.93,-53.71,-9.9,53.42,0,0,0,0
5353,5468,0.00184,0.01402,0.00736,310,0,0,0,0,1,0,0,148.83,58.15,-148.36,-55.33,0,0,0,0
5355,5445,0.00332,0.02526,0.01326,310,0,0,0,0,1,0,0,-99.36,-3.46,99.69,4.66,0,0,0,0
5355,5445,0.00332,0.02526,0.01326,310,0,0,0,0,1,0,0,-99.36,-3.46,99.69,4.66,0,0,0,0
5386,5356,0.001,0.00567,0.00305,251,0,0,0,0,1,0,0,111.25,-4.59,-111.13,4.99,0,0,0,0
5356,5431,0.00571,0.0323,0.01737,251,0,0,0,0,1,0,0,-44.43,23.84,44.58,-24.73,0,0,0,0
5357,5386,0.00324,0.02375,0.01346,310,0,0,0,0,1,0,0,82.65,-36.84,-82.39,37.46,0,0,0,0
5359,5358,0.00026,0.01828,0,1057,0,0,1,0,1,0,0,-236.13,-5.62,236.27,15.5,0,0,0,0
5360,5358,0.00015,0.0112,0,1333,0,0,1,0,1,0,0,1005.2,-38.58,-1003.8,149.69,0,0,0,0
8155,5358,0.00037,0.0075,0.52342,2768,0,0,0,0,1,0,0,613.47,84.68,-612.11,-111.94,0,0,0,0
5362,5361,0.00018,0.01755,0,646,0,0,1,0,1,0,0,-96.63,-9.52,96.65,11.17,0,0,0,0
5363,5361,0.00057,0.03295,0,282,0,0,1,0,1,0,0,10.37,-1.15,-10.37,1.19,0,0,0,0
5364,5361,0.00014,0.00948,0,798,0,0,1,0,1,0,0,212.75,-23.68,-212.68,28.02,0,0,0,0
5365,5361,0.00026,0.01973,0,787,0,0,1,0,1,0,0,212.75,-12.23,-212.63,21.19,0,0,0,0
5366,5361,0.00038,0.02244,0,795,0,0,1,0,1,0,0,212.75,-10.74,-212.57,20.92,0,0,0,0
5367,5361,0.00031,0.02178,0,809,0,0,1,0,1,0,0,212.75,-10.68,-212.6,20.57,0,0,0,0
5368,5361,0.00022,0.01449,0,798,0,0,1,0,1,0,0,212.75,-18.86,-212.64,25.47,0,0,0,0
5369,5361,0.00041,0.02362,0,796,0,0,1,0,1,0,0,212.75,-9.95,-212.56,20.66,0,0,0,0
5373,5433,0.0024,0.01407,0.00702,263.55,0,0,0,0,1,0,0,-119.56,-50.48,119.98,52.24,0,0,0,0
5385,5374,0.00128,0.00939,0.00532,409,0,0,0,0,1,0,0,225.31,-41.3,-224.65,45.61,0,0,0,0
5385,5374,0.00128,0.00939,0.00532,409,0,0,0,0,1,0,0,225.31,-41.3,-224.65,45.61,0,0,0,0
5385,5374,0.00128,0.00939,0.00532,409,0,0,0,0,1,0,0,225.31,-41.3,-224.65,45.61,0,0,0,0
5377,5477,0.00328,0.01925,0.00961,251,0,0,0,0,1,0,0,-57.21,-19.71,57.33,19.43,0,0,0,0
5470,5378,0.00267,0.01179,0.00549,409,0,0,0,0,1,0,0,-93.2,-49.31,93.49,50.04,0,0,0,0
5379,5442,0.00383,0.02248,0.01122,251,0,0,0,0,1,0,0,-58.42,40.14,58.61,-40.12,0,0,0,0
5381,5380,0.00015,0.00982,0,1057,0,0,1,0,1,0,0,-284.38,-80.4,284.5,88.85,0,0,0,0
5382,5380,0.00021,0.01436,0,786,0,0,1,0,1,0,0,63.52,106.38,-63.49,-104.31,0,0,0,0
5383,5380,0.00023,0.01636,0,787,0,0,1,0,1,0,0,63.52,106.38,-63.49,-104.03,0,0,0,0
5380,5384,0.00026,0.0059,0.51266,3146,0,0,0,0,1,0,0,1135,64.62,-1131.7,-43.16,0,0,0,0
5381,5439,0.00275,0.02093,0.01099,310,0,0,0,0,1,0,0,107.88,24.96,-107.55,-23.53,0,0,0,0
5381,5439,0.00275,0.02093,0.01099,310,0,0,0,0,1,0,0,107.88,24.96,-107.55,-23.53,0,0,0,0
5385,5384,4e-05,0.00492,0,2019,0,0,1,0,1,0,0,-924.86,-28.1,925.19,69.61,0,0,0,0
5385,5384,4e-05,0.00492,0,2019,0,0,1,0,1,0,0,-924.86,-28.1,925.19,69.61,0,0,0,0
5387,5429,0.00362,0.01597,0.00743,187,0,0,0,0,1,0,0,-27.8,2.44,27.83,-3.04,0,0,0,0
5469,5387,0.00095,0.00722,0.00379,310,0,0,0,0,1,0,0,168.28,43.18,-167.99,-41.34,0,0,0,0
5389,5388,0.00011,0.00666,0,1064,0,0,1,0,1,0,0,-352.54,-54.62,352.68,62.9,0,0,0,0
5388,8067,0.00062,0.01267,0.8835,2768,0,0,0,0,1,0,0,-303.86,-0.63,304.42,-78.78,0,0,0,0
5389,5393,0.00709,0.04153,0.02074,251,0,0,0,0,1,0,0,85.99,5.45,-85.48,-4.54,0,0,0,0
5391,5390,0.0041,0.10984,0,65,0,0,1,0,1,0,0,-22.3,0.42,22.32,0.11,0,0,0,0
5390,5458,0.00669,0.02948,0.01372,187,0,0,0,0,1,0,0,22.12,-1.85,-22.09,0.59,0,0,0,0
5392,5391,0.01427,0.30897,0,50,0,0,1,0,1,0,0,-7.49,-2.12,7.5,2.31,0,0,0,0
5459,5391,0.00912,0.05206,0.00782,98,0,0,0,0,1,0,0,-14.77,2.05,14.79,-2.73,0,0,0,0
5395,5394,9e-05,0.00527,0,1163,0,0,1,0,1,0,0,725.16,-18.05,-724.71,44.58,0,0,0,0
5399,5394,9e-05,0.01069,0,645,0,0,1,0,1,0,0,124.2,35.27,-124.19,-33.58,0,0,0,0
5396,5395,0.00057,0.04373,0,320,0,0,1,0,1,0,0,-114.26,-9.01,114.33,14.56,0,0,0,0
5397,5396,0.00233,0.0652,0,168,0,0,1,0,1,0,0,54.29,-15.32,-54.22,17.36,0,0,0,0
5398,5397,0.01999,0.78238,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5402,5401,0.00019,0.01369,0,1174,0,0,1,0,1,0,0,-449.8,-45.62,450.18,73.62,0,0,0,0
5403,5401,0.00028,0.02956,0,426,0,0,1,0,1,0,0,89.15,45.5,-89.13,-42.66,0,0,0,0
5404,5401,0.00027,0.01999,0,435,0,0,1,0,1,0,0,77.24,45.5,-77.21,-43.95,0,0,0,0
5405,5401,0.0003,0.02018,0,440,0,0,1,0,1,0,0,84.78,45.5,-84.75,-43.7,0,0,0,0
5406,5401,0.00024,0.02866,0,433,0,0,1,0,1,0,0,89.15,45.5,-89.13,-42.75,0,0,0,0
5407,5470,0.01779,0.07838,0.03648,187,0,0,0,0,1,0,0,1.92,1.57,-1.92,-5.28,0,0,0,0
5408,5421,0.00543,0.02392,0.01113,187,0,0,0,0,1,0,0,22.8,-60.38,-22.58,60.2,0,0,0,0
5409,5447,0.00189,0.01068,0.00574,251,0,0,0,0,1,0,0,-116.65,-5.21,116.92,6.16,0,0,0,0
5411,5410,0.00015,0.01564,0,1041,0,0,1,0,1,0,0,-333.28,14.91,333.43,1.67,0,0,0,0
5410,5451,0.0004,0.0049,0.32555,2020,0,0,0,0,1,0,0,-9.53,-34.86,9.53,0.71,0,0,0,0
5411,5477,0.00331,0.01942,0.0097,251,0,0,0,0,1,0,0,137.02,44.67,-136.36,-41.82,0,0,0,0
6316,5411,0.00833,0.03543,0.01772,187,0,0,0,0,1,0,0,24.81,-31.4,-24.69,30.08,0,0,0,0
5414,5413,0.00122,0.05952,0,315,0,0,1,0,1,0,0,-35.05,20.67,35.07,-19.72,0,0,0,0
5415,5413,0.00043,0.03186,0,561,0,0,1,0,1,0,0,121.67,-13.54,-121.6,18.31,0,0,0,0
5416,5413,0.00034,0.03222,0,559,0,0,1,0,1,0,0,121.67,-13.54,-121.61,18.36,0,0,0,0
5417,5413,0.00024,0.0284,0,574,0,0,1,0,1,0,0,121.67,-13.54,-121.63,17.78,0,0,0,0
5418,5413,0.00058,0.02748,0,551,0,0,1,0,1,0,0,118.47,-13.19,-118.39,17.08,0,0,0,0
5419,5413,0.00029,0.01611,0,561,0,0,1,0,1,0,0,118.47,-13.19,-118.43,15.46,0,0,0,0
5414,5471,0.01049,0.04462,0.02231,187,0,0,0,0,1,0,0,35.05,-20.67,-34.89,19.05,0,0,0,0
5423,5422,0.00234,0.09836,0,94,0,0,1,0,1,0,0,12.37,-1.38,-12.36,1.53,0,0,0,0
5424,5422,0.00826,0.16541,0,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5432,5430,0.00343,0.02608,0.01369,310,0,0,0,0,1,0,0,85.06,-34.1,-84.77,34.91,0,0,0,0
5435,5471,0.01193,0.05076,0.02538,187,0,0,0,0,1,0,0,-35.47,-1.5,35.61,-0.53,0,0,0,0
5443,5469,0.00205,0.00902,0.0042,380,0,0,0,0,1,0,0,86.87,21.94,-86.7,-21.62,0,0,0,0
5445,5444,0.0002,0.01571,0,1266,0,0,1,0,1,0,0,-431.75,-45.33,432.13,74.95,0,0,0,0
5470,5446,0.00445,0.01961,0.00913,187,0,0,0,0,1,0,0,32.05,22.46,-31.98,-23.08,0,0,0,0
5449,5448,7e-05,0.00805,0,1267,0,0,1,0,1,0,0,-752.61,49.8,753,-4.95,0,0,0,0
5448,5479,0.00039,0.00471,0.31303,2020,0,0,0,0,1,0,0,-691.45,153.2,693.39,-161.46,0,0,0,0
5452,5451,0.00023,0.01073,0,960,0,0,1,0,1,0,0,-220.86,-40.51,220.97,45.71,0,0,0,0
5459,5458,0.00338,0.11671,0,80,0,0,1,0,1,0,0,-22.07,1.15,22.09,-0.59,0,0,0,0
5460,5459,0.01905,0.34714,0,35,0,0,1,0,1,0,0,-14.16,-4.01,14.2,4.77,0,0,0,0
6140,5459,0.01042,0.04644,0.00681,149,0,0,0,0,1,0,0,-44.89,16.59,45.12,-16.25,0,0,0,0
5459,6325,0.01669,0.07435,0.0109,149,0,0,0,0,1,0,0,-22.48,8.28,22.57,-8.96,0,0,0,0
5463,5478,0.00106,0.00601,0.00323,409,0,0,0,0,1,0,0,-170.04,-42.14,170.37,43.69,0,0,0,0
5465,5464,8e-05,0.00976,0,1284,0,0,1,0,1,0,0,-692.05,63.69,692.43,-17.58,0,0,0,0
5467,5482,0.00166,0.00971,0.00485,409,0,0,0,0,1,0,0,115.6,-100.19,-115.22,101.98,0,0,0,0
5480,5479,0.00031,0.01505,0,961,0,0,1,0,1,0,0,-408.95,-45.47,409.48,71.25,0,0,0,0
6001,6281,0.00258,0.01473,0.00221,250,0,0,0,0,1,0,0,-15.46,116.36,15.8,-114.68,0,0,0,0
6001,6283,0.01462,0.03576,0.00468,98,0,0,0,0,1,0,0,15.44,38.97,-15.2,-38.86,0,0,0,0
6001,6312,0.00777,0.03462,0.00508,221,0,0,0,0,1,0,0,-103.79,66.92,104.91,-62.47,0,0,0,0
6002,6060,0.00991,0.05949,0.00807,98,0,0,0,0,1,0,0,30.77,-1.89,-30.68,1.62,0,0,0,0
6002,6291,0.00199,0.01285,0.00245,221,0,0,0,0,1,0,0,-19.3,-8.35,19.31,8.15,0,0,0,0
6002,6291,0.00199,0.01285,0.00245,221,0,0,0,0,1,0,0,-19.3,-8.35,19.31,8.15,0,0,0,0
6002,6332,0.00746,0.03326,0.00488,149,0,0,0,0,1,0,0,-24.64,9.39,24.69,-9.66,0,0,0,0
6004,6003,0.00026,0.01763,0,1117,0,0,1,0,1,0,0,370.84,-65.17,-370.48,89.22,0,0,0,0
6006,6003,0.00024,0.01241,0,788,0,0,1,0,1,0,0,212.42,67.91,-212.31,-62.2,0,0,0,0
6007,6003,0.00012,0.00801,0,1069,0,0,1,0,1,0,0,0,0,-0,-0,0,0,0,0
6008,6003,0.00019,0.01445,0,754,0,0,1,0,1,0,0,197.79,59.65,-197.71,-53.95,0,0,0,0
6009,6003,0.00033,0.02418,0,758,0,0,1,0,1,0,0,197.79,37.33,-197.66,-28.27,0,0,0,0
6010,6003,0.00034,0.01683,0,758,0,0,1,0,1,0,0,197.79,50.24,-197.66,-43.76,0,0,0,0
6003,6107,0.00065,0.00791,0.5258,2020,0,0,0,0,1,0,0,357.3,-41.96,-356.52,-4.46,0,0,0,0
6292,6003,0.0002,0.00409,0.28512,2768,0,0,0,0,1,0,0,-817.21,-144.38,818.51,140.92,0,0,0,0
6005,6004,0.00134,0.05853,0,200,0,0,1,0,1,0,0,-99.33,10.63,99.45,-5.04,0,0,0,0
6005,6004,0.00134,0.05853,0,200,0,0,1,0,1,0,0,-99.33,10.63,99.45,-5.04,0,0,0,0
6102,6004,0.00197,0.0205,0.06986,1400,0,0,0,0,1,0,0,576.02,-17.26,-569.75,75.25,0,0,0,0
6012,6005,0.00833,0.0569,0.00968,221,0,0,0,0,1,0,0,-118.43,34.4,119.62,-27.24,0,0,0,0
6012,6005,0.00833,0.0569,0.00968,221,0,0,0,0,1,0,0,-118.43,34.4,119.62,-27.24,0,0,0,0
6005,6117,0.00772,0.04984,0.00951,221,0,0,0,0,1,0,0,-58.04,5.92,58.29,-5.29,0,0,0,0
6005,6117,0.00772,0.04984,0.00951,221,0,0,0,0,1,0,0,-58.04,5.92,58.29,-5.29,0,0,0,0
6011,6068,0.00433,0.03013,0.00493,221,0,0,0,0,1,0,0,54.88,-7.33,-54.75,7.72,0,0,0,0
6163,6011,0.00329,0.02128,0.00406,221,0,0,0,0,1,0,0,79.1,0.35,-78.9,0.52,0,0,0,0
6027,6012,0.00646,0.04503,0.00736,221,0,0,0,0,1,0,0,-110.9,-8.8,111.67,13.4,0,0,0,0
6027,6012,0.00646,0.04503,0.00736,221,0,0,0,0,1,0,0,-110.9,-8.8,111.67,13.4,0,0,0,0
6026,6013,0.00518,0.03346,0.00638,221,0,0,0,0,1,0,0,97.23,7.18,-96.74,-4.64,0,0,0,0
6013,6128,0.0055,0.033,0.00448,98,0,0,0,0,1,0,0,24.54,-5.24,-24.5,5.01,0,0,0,0
6013,6168,0.00398,0.0174,0.00265,149,0,0,0,0,1,0,0,-0.81,-22.43,0.83,22.25,0,0,0,0
6013,6225,0.0082,0.04681,0.00703,98,0,0,0,0,1,0,0,-21.88,5.43,21.92,-5.88,0,0,0,0
6014,6096,0.02367,0.05785,0.00758,98,0,0,0,0,1,0,0,36.64,-32.56,-36.1,33.08,0,0,0,0
6133,6014,0.01059,0.04636,0.00706,149,0,0,0,0,1,0,0,71.81,-20.9,-71.24,22.66,0,0,0,0
6014,6139,0.00975,0.05851,0.00794,98,0,0,0,0,1,0,0,29.09,8.33,-29,-8.63,0,0,0,0
6015,6112,0.0199,0.04863,0.00637,98,0,0,0,0,1,0,0,-31.23,25.03,31.55,-24.9,0,0,0,0
6236,6015,0.00985,0.04086,0.00693,149,0,0,0,0,1,0,0,56.83,-20.59,-56.47,21.36,0,0,0,0
6016,6168,0.00378,0.0263,0.0043,221,0,0,0,0,1,0,0,69.4,40.94,-69.16,-39.7,0,0,0,0
6016,6168,0.00378,0.0263,0.0043,221,0,0,0,0,1,0,0,69.4,40.94,-69.16,-39.7,0,0,0,0
6199,6016,0.00208,0.01421,0.00242,221,0,0,0,0,1,0,0,144.7,-9.73,-144.27,12.39,0,0,0,0
6199,6016,0.00208,0.01421,0.00242,221,0,0,0,0,1,0,0,144.7,-9.73,-144.27,12.39,0,0,0,0
6199,6016,0.00208,0.01421,0.00242,221,0,0,0,0,1,0,0,144.7,-9.73,-144.27,12.39,0,0,0,0
6016,6356,0.00315,0.01306,0.00222,400,0,0,0,0,1,0,0,117.59,-169.05,-116.29,174.23,0,0,0,0
6068,6017,0.00427,0.02759,0.00526,221,0,0,0,0,1,0,0,124.81,2.45,-124.16,1.21,0,0,0,0
6068,6017,0.00427,0.02759,0.00526,221,0,0,0,0,1,0,0,124.81,2.45,-124.16,1.21,0,0,0,0
6068,6017,0.00427,0.02759,0.00526,221,0,0,0,0,1,0,0,124.81,2.45,-124.16,1.21,0,0,0,0
6017,6159,0.00233,0.01593,0.00271,221,0,0,0,0,1,0,0,96.39,-9.08,-96.18,10.27,0,0,0,0
6017,6159,0.00233,0.01593,0.00271,221,0,0,0,0,1,0,0,96.39,-9.08,-96.18,10.27,0,0,0,0
6017,6159,0.00233,0.01593,0.00271,221,0,0,0,0,1,0,0,96.39,-9.08,-96.18,10.27,0,0,0,0
6160,6018,0.00176,0.01201,0.00204,221,0,0,0,0,1,0,0,-106.33,-11.35,106.53,12.55,0,0,0,0
6160,6018,0.00176,0.01201,0.00204,221,0,0,0,0,1,0,0,-106.33,-11.35,106.53,12.55,0,0,0,0
6160,6018,0.00176,0.01201,0.00204,221,0,0,0,0,1,0,0,-106.33,-11.35,106.53,12.55,0,0,0,0
6018,6256,0.00261,0.01687,0.00322,221,0,0,0,0,1,0,0,-107.35,-12.78,107.66,14.46,0,0,0,0
6018,6256,0.00261,0.01687,0.00322,221,0,0,0,0,1,0,0,-107.35,-12.78,107.66,14.46,0,0,0,0
6018,6256,0.00261,0.01687,0.00322,221,0,0,0,0,1,0,0,-107.35,-12.78,107.66,14.46,0,0,0,0
6040,6019,0.0008,0.00518,0.00099,221,0,0,0,0,1,0,0,84.06,10.33,-84,-10.05,0,0,0,0
6040,6019,0.0008,0.00518,0.00099,221,0,0,0,0,1,0,0,84.06,10.33,-84,-10.05,0,0,0,0
6040,6019,0.0008,0.00518,0.00099,221,0,0,0,0,1,0,0,84.06,10.33,-84,-10.05,0,0,0,0
6019,6113,0.00154,0.00995,0.0019,221,0,0,0,0,1,0,0,71.32,17.8,-71.23,-17.44,0,0,0,0
6019,6113,0.00154,0.00995,0.0019,221,0,0,0,0,1,0,0,71.32,17.8,-71.23,-17.44,0,0,0,0
6019,6306,0.01058,0.02586,0.00339,98,0,0,0,0,1,0,0,7.56,10.67,-7.54,-10.96,0,0,0,0
6019,6313,0.00538,0.03672,0.00625,221,0,0,0,0,1,0,0,21.37,-16.43,-21.33,16.08,0,0,0,0
6019,6313,0.00538,0.03672,0.00625,221,0,0,0,0,1,0,0,21.37,-16.43,-21.33,16.08,0,0,0,0
6020,6212,0.00352,0.0146,0.00248,149,0,0,0,0,1,0,0,-85.36,-10.51,85.61,11.29,0,0,0,0
6020,6252,0.01082,0.04487,0.00761,149,0,0,0,0,1,0,0,68.84,5.83,-68.34,-4.55,0,0,0,0
6022,6021,0.00033,0.01733,0,948,0,0,1,0,1,0,0,-284.34,-53.26,284.6,67.31,0,0,0,0
6118,6021,0.00013,0.00161,0.10699,2020,0,0,0,0,1,0,0,-501.85,1.09,502.16,-8.53,0,0,0,0
6021,6210,0.00053,0.00643,0.42698,2020,0,0,0,0,1,0,0,-786.76,-58.77,789.88,51.17,0,0,0,0
6023,6022,0.00043,0.02783,0,438,0,0,1,0,1,0,0,-241.34,-44.87,241.6,61.62,0,0,0,0
6315,6022,0.0043,0.03071,0.05598,443,0,0,0,0,1,0,0,-51.52,-4.05,51.64,-0.92,0,0,0,0
6022,6350,0.00257,0.01837,0.03349,443,0,0,0,0,1,0,0,-8.9,-7.44,8.9,3.99,0,0,0,0
6120,6023,0.00776,0.03392,0.00517,221,0,0,0,0,1,0,0,-34.42,1.8,34.51,-1.91,0,0,0,0
6023,6262,0.00666,0.04639,0.00758,221,0,0,0,0,1,0,0,36.97,4.56,-36.88,-4.67,0,0,0,0
6023,6262,0.00666,0.04639,0.00758,221,0,0,0,0,1,0,0,36.97,4.56,-36.88,-4.67,0,0,0,0
6024,6181,0.01205,0.05372,0.00788,221,0,0,0,0,1,0,0,-65.77,40.67,66.46,-38.4,0,0,0,0
6024,6219,0.004,0.02403,0.00326,300,0,0,0,0,1,0,0,-25.9,121.3,26.49,-118.09,0,0,0,0
6024,6330,0.00775,0.04653,0.00631,221,0,0,0,0,1,0,0,6.68,75.73,-6.25,-73.78,0,0,0,0
6025,6060,0.00724,0.04134,0.00621,250,0,0,0,0,1,0,0,38.01,46.72,-37.76,-45.94,0,0,0,0
6121,6025,0.00399,0.02277,0.00342,221,0,0,0,0,1,0,0,22.53,-96.39,-22.14,98.22,0,0,0,0
6025,6337,0.00373,0.02598,0.00425,221,0,0,0,0,1,0,0,-29.06,65.18,29.24,-64.37,0,0,0,0
6025,6337,0.00373,0.02598,0.00425,221,0,0,0,0,1,0,0,-29.06,65.18,29.24,-64.37,0,0,0,0
6352,6025,0.00808,0.01942,0.00264,221,0,0,0,0,1,0,0,23.17,-97.51,-22.38,99.13,0,0,0,0
6026,6182,0.00598,0.04088,0.00695,221,0,0,0,0,1,0,0,95.04,-5.79,-94.5,8.79,0,0,0,0
6236,6026,0.00321,0.02074,0.00396,221,0,0,0,0,1,0,0,107.56,5.81,-107.2,-3.83,0,0,0,0
6236,6026,0.00321,0.02074,0.00396,221,0,0,0,0,1,0,0,107.56,5.81,-107.2,-3.83,0,0,0,0
6027,6181,0.00709,0.0494,0.00808,300,0,0,0,0,1,0,0,156.83,-0.81,-155.14,11.7,0,0,0,0
6126,6028,0.00239,0.01662,0.00272,221,0,0,0,0,1,0,0,0.36,13.53,-0.36,-13.77,0,0,0,0
6126,6028,0.00239,0.01662,0.00272,221,0,0,0,0,1,0,0,0.36,13.53,-0.36,-13.77,0,0,0,0
6028,6223,0.00261,0.01816,0.00297,221,0,0,0,0,1,0,0,-67.05,-3.15,67.17,3.69,0,0,0,0
6028,6223,0.00261,0.01816,0.00297,221,0,0,0,0,1,0,0,-67.05,-3.15,67.17,3.69,0,0,0,0
6028,6289,0.0098,0.05596,0.00841,98,0,0,0,0,1,0,0,31.48,4.56,-31.38,-4.8,0,0,0,0
6029,6221,0.02678,0.11107,0.01885,149,0,0,0,0,1,0,0,46.86,-19.06,-46.21,19.76,0,0,0,0
6329,6029,0.01886,0.07826,0.01328,149,0,0,0,0,1,0,0,54.42,-16.05,-53.84,17.08,0,0,0,0
6031,6030,0.00319,0.1363,0,124,0,0,1,0,1,0,0,-34.91,-1.43,34.95,3.05,0,0,0,0
6030,6172,0.00307,0.02195,0.04002,443,0,0,0,0,1,0,0,68.83,-4.39,-68.69,1.27,0,0,0,0
6030,6188,0.01107,0.07911,0.14424,443,0,0,0,0,1,0,0,-49.56,-2.58,49.82,-10.45,0,0,0,0
6030,7274,0.0079,0.05646,0.10294,443,0,0,0,0,1,0,0,-54.22,3.92,54.45,-12.89,0,0,0,0
6173,6031,0.03353,0.08197,0.01073,98,0,0,0,0,1,0,0,-5.7,5.8,5.73,-6.84,0,0,0,0
